Text,Metric
informed,Passive Voice
met,Passive Voice
been,Passive Voice
been,Passive Voice
suspected,Passive Voice
managed,Passive Voice
Minister,Complex Word
Jacinda,Complex Word
Minister,Complex Word
confirmation,Complex Word
Director-General,Complex Word
Secretary,Complex Word
quarantine-free,Complex Word
quarantine-free,Complex Word
significant,Complex Word
recovery,Complex Word
successful,Complex Word
pandemic,Complex Word
Jacinda,Complex Word
families,Complex Word
reconnect,Complex Word
commercial,Complex Word
arrangements,Complex Word
resume,Complex Word
much-welcomed,Complex Word
tourism,Complex Word
recovery.,Complex Word
recovery,Complex Word
opening,Complex Word
benefits,Complex Word
management,Complex Word
opportunities,Complex Word
providing,Complex Word
arrangement,Complex Word
important,Complex Word
remember,Complex Word
holiday,Complex Word
purposes.,Complex Word
Jacinda,Complex Word
ensuring,Complex Word
Vaccination,Complex Word
protection,Complex Word
continue,Complex Word
alongside,Complex Word
Jacinda,Complex Word
confirmation,Complex Word
commencement,Complex Word
quarantine-free,Complex Word
uncompromising,Complex Word
commitment,Complex Word
ensuring,Complex Word
necessary,Complex Word
instituted,Complex Word
protection,Complex Word
commencement,Complex Word
various,Complex Word
engagements,Complex Word
Minister,Complex Word
Cabinet,Complex Word
elevated,Complex Word
bolstering,Complex Word
readiness,Complex Word
capabilities,Complex Word
preparation,Complex Word
resumption,Complex Word
quarantine-free,Complex Word
arrangement,Complex Word
bolstering,Complex Word
capabilities,Complex Word
Governments,Complex Word
preparation,Complex Word
commencement,Complex Word
quarantine-free,Complex Word
arrangement.,Complex Word
partnership,Complex Word
continuing,Complex Word
deployment,Complex Word
acknowledge,Complex Word
gratitude,Complex Word
continued,Complex Word
leadership,Complex Word
society,Complex Word
endeavour,Complex Word
incredible,Complex Word
committed,Complex Word
officials,Complex Word
partnership,Complex Word
community,Complex Word
industry,Complex Word
counterparts.,Complex Word
recovery,Complex Word
confirmation,Complex Word
particularly,Complex Word
industry,Complex Word
certainty,Complex Word
necessary,Complex Word
institute,Complex Word
remaining,Complex Word
preparatory,Complex Word
visitors,Complex Word
Commencement,Complex Word
criteria,Complex Word
including,Complex Word
preparedness,Complex Word
necessary,Complex Word
protocols,Complex Word
Director-General,Complex Word
Secretary,Complex Word
Ministry,Complex Word
Health.Further,Complex Word
informationFull,Complex Word
information,Complex Word
quarantine-free,Complex Word
including,Complex Word
eligibility,Complex Word
travellers,Complex Word
requirements,Complex Word
Government,Complex Word
www.covid19.govt.nzThe,Complex Word
Government,Complex Word
www.covid19.gov.ckQuarantine-free,Complex Word
travellers,Complex Word
eligibility,Complex Word
requirements,Complex Word
travel.Travellers,Complex Word
anyone,Complex Word
Australia,Complex Word
anyone,Complex Word
suspected,Complex Word
requirement,Complex Word
pre-departure,Complex Word
travellers,Complex Word
declaration,Complex Word
declaration,Complex Word
airports.Normal,Complex Word
immigration,Complex Word
continue,Complex Word
Travellers,Complex Word
individual,Complex Word
situation.From,Complex Word
travellers,Complex Word
directions,Complex Word
quarantine,Complex Word
facilities.Flights,Complex Word
operating,Complex Word
traveller,Complex Word
travellers,Complex Word
separate,Complex Word
passengers,Complex Word
