Text,Metric
November,Complex Word
decision,Complex Word
initially,Complex Word
confirming,Complex Word
vaccination,Complex Word
protections,Complex Word
decision,Complex Word
carefully,Complex Word
balances,Complex Word
Aucklanders,Complex Word
ability,Complex Word
deliberately,Complex Word
boundary,Complex Word
restrictions,Complex Word
vaccination,Complex Word
Zealanders,Complex Word
vaccinated,Complex Word
position,Complex Word
boundary,Complex Word
restrictions.,Complex Word
position,Complex Word
mid-December,Complex Word
expected,Complex Word
vaccinated.,Complex Word
undeniably,Complex Word
otherwise,Complex Word
elimination,Complex Word
intended,Complex Word
forever,Complex Word
strategy,Complex Word
vaccination,Complex Word
ability,Complex Word
Jacinda,Complex Word
boundary,Complex Word
formally,Complex Word
DecemberPeople,Complex Word
travelling,Complex Word
December,Complex Word
vaccination,Complex Word
requirement,Complex Word
January.Police,Complex Word
operational,Complex Word
discretion,Complex Word
enforcement,Complex Word
boundary,Complex Word
confidence,Complex Word
intended,Complex Word
infringement,Complex Word
travellers,Complex Word
certificate,Complex Word
requirement,Complex Word
Zealanders,Complex Word
requirements,Complex Word
December,Complex Word
enabling,Complex Word
inter-island,Complex Word
require,Complex Word
vaccination,Complex Word
negative,Complex Word
pre-departure,Complex Word
Wellington,Complex Word
