Text,Metric
OrangeQR,Complex Word
requirements,Complex Word
removedNew,Complex Word
successful,Complex Word
management,Complex Word
vaccination,Complex Word
restrictions,Complex Word
successfully,Complex Word
prevented,Complex Word
economic,Complex Word
Minister,Complex Word
Jacinda,Complex Word
evidence,Complex Word
already,Complex Word
significantly,Complex Word
expected,Complex Word
nationally,Complex Word
Jacinda,Complex Word
reported,Complex Word
probably,Complex Word
actual,Complex Word
infections,Complex Word
Zealanders,Complex Word
vaccinated,Complex Word
collective,Complex Word
immunity.,Complex Word
Zealanders,Complex Word
incredibly,Complex Word
pandemic,Complex Word
position,Complex Word
simplified,Complex Word
Protection,Complex Word
restrictions,Complex Word
activities,Complex Word
transmission,Complex Word
required,Complex Word
Government,Complex Word
vaccinated,Complex Word
businesses,Complex Word
infrastructure,Complex Word
disability,Complex Word
corrections,Complex Word
retaining,Complex Word
targeted,Complex Word
vulnerable,Complex Word
facilities,Complex Word
disabilities,Complex Word
protected,Complex Word
vaccination,Complex Word
devastating,Complex Word
evidence,Complex Word
gathering,Complex Word
gatherings,Complex Word
encourage,Complex Word
especially,Complex Word
gathering,Complex Word
material,Complex Word
hospitalisations,Complex Word
gathering,Complex Word
requirement,Complex Word
gathering,Complex Word
isolation,Complex Word
requirements,Complex Word
ongoing,Complex Word
protections,Complex Word
variant,Complex Word
ultimately,Complex Word
economic,Complex Word
sacrifices,Complex Word
Zealanders,Complex Word
delivered,Complex Word
position,Complex Word
recover,Complex Word
confidence,Complex Word
collective,Complex Word
immunity,Complex Word
protections,Complex Word
economic,Complex Word
activity,Complex Word
everyone,Complex Word
continuing,Complex Word
protection,Complex Word
economy,Complex Word
unemployment,Complex Word
tourism,Complex Word
reopen,Complex Word
position,Complex Word
accelerate,Complex Word
recovery,Complex Word
restrictions,Complex Word
delivered,Complex Word
foundation,Complex Word
Jacinda,Complex Word
said.Further,Complex Word
information,Complex Word
