Text,Metric
valuable,Complex Word
silica,Complex Word
geothermal,Complex Word
infrastructure,Complex Word
investment,Complex Word
overdue,Complex Word
momentum,Complex Word
regional,Complex Word
economic,Complex Word
development,Complex Word
February,Complex Word
achievement,Complex Word
impressive,Complex Word
another,Complex Word
investment,Complex Word
already,Complex Word
allocated,Complex Word
Regional,Complex Word
Strategic,Complex Word
Partnership,Complex Word
earlier,Complex Word
providing,Complex Word
another,Complex Word
excited,Complex Word
investment,Complex Word
continue,Complex Word
difference,Complex Word
productive,Complex Word
sustainable,Complex Word
inclusive,Complex Word
resilient,Complex Word
economies,Complex Word
editorsKānoa-RDU,Complex Word
originally,Complex Word
established,Complex Word
Provincial,Complex Word
Development,Complex Word
created,Complex Word
administers,Complex Word
investment,Complex Word
Provincial,Complex Word
Recovery,Complex Word
Infrastructure,Complex Word
Reference,Complex Word
Regional,Complex Word
Investment,Complex Word
Opportunities,Complex Word
Strategic,Complex Word
Tourism,Complex Word
Protection,Complex Word
ProgrammeWorker,Complex Word
Redeployment,Complex Word
Regional,Complex Word
Strategic,Complex Word
Partnership,Complex Word
employment,Complex Word
FundandJobs,Complex Word
Ministry,Complex Word
Development.Kānoa-managed,Complex Word
